Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729554775038,3228,3228,3228,3228,3228,3228,3228,3228,65.62130737304688,63.09941101074219,70.21662139892578,72.56590270996094,69.35641479492188,63.80046844482422,69.99592590332031,69.94569396972656,65.7733154296875,63.892364501953125,NaN,NaN,100,50,0,100,NaN,0,25.87319564819336,17179869184,21474836480,5890850816,20798832640
310,1729554775038,3228,3228,3228,3228,3228,3228,3228,3228,65.62130737304688,63.09941101074219,70.21662139892578,72.56590270996094,69.35641479492188,63.80046844482422,69.99592590332031,69.94569396972656,65.7733154296875,63.892364501953125,0,0,0,100,NaN,100,0,0,25.87319564819336,17179869184,21474836480,5893472256,20798832640
302,1729554775349,3228,3228,3228,3228,3228,3228,3228,3228,65.62130737304688,63.09941101074219,70.21662139892578,72.56590270996094,69.35641479492188,63.80046844482422,69.99592590332031,69.94569396972656,65.7733154296875,63.892364501953125,58.06451416015625,56.66666793823242,83.87096405029297,80.6451644897461,65.625,76.66666412353516,62.06896209716797,53.333335876464844,25.87319564819336,17179869184,21474836480,5932040192,20798832640
305,1729554775652,3228,3228,3228,3228,3228,3228,3228,3228,65.01534271240234,62.66596221923828,69.13191986083984,70.89247131347656,68.01421356201172,62.84507751464844,68.98555755615234,68.65298461914063,65.71528625488281,63.461158752441406,53.333335876464844,46.66666793823242,80,73.33333587646484,79.31034851074219,62.5,58.06451416015625,51.61289978027344,25.87319564819336,17179869184,21474836480,5930647552,20798832640
309,1729554775957,3228,3228,3228,3228,3228,3228,3228,3228,65.01534271240234,62.66596221923828,69.13191986083984,70.89247131347656,68.01421356201172,62.84507751464844,68.98555755615234,68.65298461914063,65.71528625488281,63.461158752441406,29.032257080078125,32.25806427001953,76.66666412353516,66.66667175292969,58.06451416015625,40,22.580644607543945,6.6666669845581055,25.143569946289063,17179869184,21474836480,5930008576,20798832640
7,1729554776267,3228,3228,3228,3228,3228,3228,3228,3228,65.01534271240234,62.66596221923828,69.13191986083984,70.89247131347656,68.01421356201172,62.84507751464844,68.98555755615234,68.65298461914063,65.71528625488281,63.461158752441406,20,22.580644607543945,36.66666793823242,16.129032135009766,12.90322494506836,3.22580623626709,0,0,25.143569946289063,17179869184,21474836480,5873811456,20798832640
