Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729534317798,3228,3228,3228,3228,3228,3228,3228,3228,64.48377990722656,61.926963806152344,63.09873962402344,64.40021514892578,65.21015930175781,62.999610900878906,63.2512092590332,63.564491271972656,65.52923583984375,64.80816650390625,0,0,0,100,0,100,0,0,5.615340232849121,17179869184,19327352832,8092909568,18666356736
309,1729534317798,3228,3228,3228,3228,3228,3228,3228,3228,64.48377990722656,61.926963806152344,63.09873962402344,64.40021514892578,65.21015930175781,62.999610900878906,63.2512092590332,63.564491271972656,65.52923583984375,64.80816650390625,0,0,100,100,100,100,100,0,5.615340232849121,17179869184,19327352832,8092909568,18666356736
302,1729534318108,3228,3228,3228,3228,3228,3228,3228,3228,65.64524841308594,62.58231735229492,65.4211654663086,66.80484008789063,66.79717254638672,63.724666595458984,64.87176513671875,65.0666732788086,66.06202697753906,64.99888610839844,90,87.8787841796875,100,96.66666412353516,93.54838562011719,93.75,96.66666412353516,93.75,5.615340232849121,17179869184,19327352832,8092909568,18666356736
307,1729534318411,3228,3228,3228,3228,3228,3228,3228,3228,65.64524841308594,62.58231735229492,65.4211654663086,66.80484008789063,66.79717254638672,63.724666595458984,64.87176513671875,65.0666732788086,66.06202697753906,64.99888610839844,22.580644607543945,17.85714340209961,78.125,87.09677124023438,83.33332824707031,76.66666412353516,61.29032516479492,63.33333206176758,5.070308685302734,17179869184,19327352832,8171405312,18666356736
300,1729534318718,3228,3228,3228,3228,3228,3228,3228,3228,65.64524841308594,62.58231735229492,65.4211654663086,66.80484008789063,66.79717254638672,63.724666595458984,64.87176513671875,65.0666732788086,66.06202697753906,64.99888610839844,26.666667938232422,34.375,83.33332824707031,83.33332824707031,86.66666412353516,80.6451644897461,61.29032516479492,50,5.070308685302734,17179869184,19327352832,8219607040,18666356736
301,1729534319019,3228,3228,3228,3228,3228,3228,3228,3228,72.07846069335938,69.90770721435547,75.948486328125,78.54583740234375,76.47161865234375,70.58367156982422,77.25430297851563,77.24484252929688,75.30030059814453,71.52749633789063,55.17241287231445,55.17241287231445,93.10344696044922,86.66666412353516,90.32257843017578,83.33332824707031,86.66666412353516,87.09677124023438,5.070308685302734,17179869184,19327352832,8341684224,18666356736
301,1729534319320,3228,3228,3228,3228,3228,3228,3228,3228,72.07846069335938,69.90770721435547,75.948486328125,78.54583740234375,76.47161865234375,70.58367156982422,77.25430297851563,77.24484252929688,75.30030059814453,71.52749633789063,70,70,90,93.33333587646484,90.32257843017578,70,63.33333206176758,58.620689392089844,5.070308685302734,17179869184,19327352832,8392785920,18666356736
301,1729534319622,3228,3228,3228,3228,3228,3228,3228,3228,72.07846069335938,69.90770721435547,75.948486328125,78.54583740234375,76.47161865234375,70.58367156982422,77.25430297851563,77.24484252929688,75.30030059814453,71.52749633789063,40,34.482757568359375,45.16128921508789,70,44.82758712768555,20,6.6666669845581055,9.67741870880127,21.48455047607422,17179869184,19327352832,5766709248,18666356736
310,1729534319923,3228,3228,3228,3228,3228,3228,3228,3228,72.95808410644531,70.06163787841797,77.12405395507813,79.70214080810547,76.74491119384766,71.316650390625,76.5010986328125,76.56977844238281,74.91093444824219,71.88643646240234,90.32257843017578,93.54838562011719,96.55171966552734,90,93.54838562011719,93.33333587646484,93.33333587646484,86.20689392089844,21.48455047607422,17179869184,19327352832,6182256640,18666356736
300,1729534320234,3228,3228,3228,3228,3228,3228,3228,3228,72.95808410644531,70.06163787841797,77.12405395507813,79.70214080810547,76.74491119384766,71.316650390625,76.5010986328125,76.56977844238281,74.91093444824219,71.88643646240234,100,100,100,100,100,100,100,100,21.48455047607422,17179869184,19327352832,6515507200,18666356736
306,1729534320536,3228,3228,3228,3228,3228,3228,3228,3228,72.95808410644531,70.06163787841797,77.12405395507813,79.70214080810547,76.74491119384766,71.316650390625,76.5010986328125,76.56977844238281,74.91093444824219,71.88643646240234,100,100,100,100,100,100,100,100,30.232160568237305,17179869184,19327352832,6672269312,18666356736
308,1729534320843,3228,3228,3228,3228,3228,3228,3228,3228,72.95808410644531,70.06163787841797,77.12405395507813,79.70214080810547,76.74491119384766,71.316650390625,76.5010986328125,76.56977844238281,74.91093444824219,71.88643646240234,100,100,96.7741928100586,96.875,93.54838562011719,93.54838562011719,96.7741928100586,90,30.232160568237305,17179869184,19327352832,6880886784,18666356736
301,1729534321152,3228,3228,3228,3228,3228,3228,3228,3228,75.70771026611328,74.84186553955078,82.00523376464844,85.46125030517578,80.40155792236328,74.51847839355469,84.19381713867188,84.98051452636719,81.38098907470703,76.18807220458984,93.75,90.625,93.33333587646484,90.32257843017578,93.54838562011719,96.7741928100586,83.87096405029297,80.6451644897461,30.232160568237305,17179869184,19327352832,6967394304,18666356736
303,1729534321453,3228,3228,3228,3228,3228,3228,3228,3228,75.70771026611328,74.84186553955078,82.00523376464844,85.46125030517578,80.40155792236328,74.51847839355469,84.19381713867188,84.98051452636719,81.38098907470703,76.18807220458984,96.55171966552734,93.10344696044922,100,100,96.7741928100586,100,100,96.66666412353516,31.384958267211914,17179869184,19327352832,7015923712,18666356736
301,1729534321757,3228,3228,3228,3228,3228,3228,3228,3228,75.70771026611328,74.84186553955078,82.00523376464844,85.46125030517578,80.40155792236328,74.51847839355469,84.19381713867188,84.98051452636719,81.38098907470703,76.18807220458984,76.66666412353516,75,100,96.7741928100586,96.55171966552734,96.66666412353516,96.66666412353516,96.7741928100586,31.384958267211914,17179869184,19327352832,7062126592,18666356736
308,1729534322060,3228,3228,3228,3228,3228,3228,3228,3228,75.9561767578125,74.58638000488281,81.62409973144531,84.63147735595703,80.28409576416016,74.53330993652344,83.04322814941406,83.94393920898438,80.5008316040039,75.79965209960938,87.09677124023438,86.20689392089844,96.7741928100586,100,100,96.66666412353516,96.7741928100586,96.7741928100586,31.384958267211914,17179869184,19327352832,7095713792,18666356736
