Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729576615321,3228,3228,3228,3228,3228,3228,3228,3228,64.59375,62.532413482666016,63.185081481933594,64.54973602294922,64.51754760742188,63.31057357788086,63.1241455078125,63.9701042175293,64.80958557128906,64.34180450439453,0,0,50,0,0,0,0,0,21.698532104492188,17179869184,22548578304,5840994304,21248278528
309,1729576615322,3228,3228,3228,3228,3228,3228,3228,3228,64.59375,62.532413482666016,63.185081481933594,64.54973602294922,64.51754760742188,63.31057357788086,63.1241455078125,63.9701042175293,64.80958557128906,64.34180450439453,50,0,100,100,0,0,0,0,10.224921226501465,17179869184,22548578304,5844008960,21248278528
303,1729576615631,3228,3228,3228,3228,3228,3228,3228,3228,64.59375,62.532413482666016,63.185081481933594,64.54973602294922,64.51754760742188,63.31057357788086,63.1241455078125,63.9701042175293,64.80958557128906,64.34180450439453,90,87.5,90.32257843017578,96.7741928100586,93.54838562011719,90.32257843017578,90.625,90.32257843017578,10.224921226501465,17179869184,22548578304,5909250048,21248278528
308,1729576615936,3228,3228,3228,3228,3228,3228,3228,3228,67.32232666015625,65.61732482910156,69.33740997314453,71.21234130859375,69.01090240478516,65.9726791381836,69.33268737792969,70.13499450683594,69.13157653808594,66.6579360961914,83.33332824707031,83.33332824707031,96.55171966552734,93.33333587646484,90,90,90,87.09677124023438,10.224921226501465,17179869184,22548578304,8132935680,21248278528
307,1729576616244,3228,3228,3228,3228,3228,3228,3228,3228,67.32232666015625,65.61732482910156,69.33740997314453,71.21234130859375,69.01090240478516,65.9726791381836,69.33268737792969,70.13499450683594,69.13157653808594,66.6579360961914,12.90322494506836,16.666667938232422,50,16.666667938232422,35.48387145996094,16.129032135009766,0,0,10.224921226501465,17179869184,22548578304,8254062592,21248278528
301,1729576616551,3228,3228,3228,3228,3228,3228,3228,3228,67.32232666015625,65.61732482910156,69.33740997314453,71.21234130859375,69.01090240478516,65.9726791381836,69.33268737792969,70.13499450683594,69.13157653808594,66.6579360961914,29.032257080078125,29.032257080078125,70.96774291992188,54.83871078491211,30.000001907348633,28.125,19.35483741760254,3.3333334922790527,6.626040935516357,17179869184,22548578304,8892006400,21248278528
306,1729576616853,3228,3228,3228,3228,3228,3228,3228,3228,67.32232666015625,65.61732482910156,69.33740997314453,71.21234130859375,69.01090240478516,65.9726791381836,69.33268737792969,70.13499450683594,69.13157653808594,66.6579360961914,44.82758712768555,43.33333206176758,79.31034851074219,80,80,68.96551513671875,60.000003814697266,54.83871078491211,6.626040935516357,17179869184,22548578304,10052894720,21248278528
308,1729576617159,3228,3228,3228,3228,3228,3228,3228,3228,70.27369689941406,67.1373062133789,73.75554656982422,75.17837524414063,72.46263885498047,68.553955078125,71.2890625,71.69662475585938,69.64155578613281,68.393310546875,21.875,16.129032135009766,61.29032516479492,6.45161247253418,38.70967483520508,3.22580623626709,0,0,6.626040935516357,17179869184,22548578304,10281222144,21248278528
309,1729576617468,3228,3228,3228,3228,3228,3228,3228,3228,70.27369689941406,67.1373062133789,73.75554656982422,75.17837524414063,72.46263885498047,68.553955078125,71.2890625,71.69662475585938,69.64155578613281,68.393310546875,17.241378784179688,20,80.6451644897461,13.333333969116211,3.22580623626709,0,0,0,23.396804809570313,17179869184,22548578304,10274619392,21248278528
306,1729576617778,3228,3228,3228,3228,3228,3228,3228,3228,70.27369689941406,67.1373062133789,73.75554656982422,75.17837524414063,72.46263885498047,68.553955078125,71.2890625,71.69662475585938,69.64155578613281,68.393310546875,12.5,12.90322494506836,29.032257080078125,65.625,3.22580623626709,0,0,0,23.396804809570313,17179869184,22548578304,10288037888,21248278528
