Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729546303005,3228,3228,3228,3228,3228,3228,3228,3228,66.7706298828125,63.992210388183594,66.85104370117188,67.80811309814453,67.61906433105469,65.03831481933594,65.84327697753906,65.18050384521484,66.91549682617188,65.82015228271484,NaN,0,0,0,0,0,0,0,17.41168785095215,17179869184,21474836480,6351945728,20243677184
308,1729546303006,3228,3228,3228,3228,3228,3228,3228,3228,66.7706298828125,63.992210388183594,66.85104370117188,67.80811309814453,67.61906433105469,65.03831481933594,65.84327697753906,65.18050384521484,66.91549682617188,65.82015228271484,50,100,50,NaN,50,0,0,0,17.41168785095215,17179869184,21474836480,6351945728,20243677184
308,1729546303315,3228,3228,3228,3228,3228,3228,3228,3228,64.8438491821289,62.80436325073242,63.69292449951172,65.18004608154297,65.2618408203125,63.06253433227539,63.83440399169922,63.91437530517578,66.24964141845703,64.6187744140625,90.32257843017578,90.32257843017578,96.7741928100586,93.54838562011719,93.10344696044922,90,90,83.87096405029297,17.41168785095215,17179869184,21474836480,6351945728,20243677184
309,1729546303623,3228,3228,3228,3228,3228,3228,3228,3228,64.8438491821289,62.80436325073242,63.69292449951172,65.18004608154297,65.2618408203125,63.06253433227539,63.83440399169922,63.91437530517578,66.24964141845703,64.6187744140625,9.67741870880127,9.67741870880127,20,62.5,21.875,19.35483741760254,6.25,0,6.361842155456543,17179869184,21474836480,6422396928,20243677184
309,1729546303933,3228,3228,3228,3228,3228,3228,3228,3228,64.8438491821289,62.80436325073242,63.69292449951172,65.18004608154297,65.2618408203125,63.06253433227539,63.83440399169922,63.91437530517578,66.24964141845703,64.6187744140625,23.33333396911621,22.580644607543945,48.3870964050293,56.66666793823242,54.83871078491211,12.90322494506836,0,12.5,6.361842155456543,17179869184,21474836480,6529105920,20243677184
309,1729546304243,3228,3228,3228,3228,3228,3228,3228,3228,69.30776977539063,65.0840072631836,72.02632904052734,74.78848266601563,71.5818862915039,67.12112426757813,68.04340362548828,68.1279525756836,68.88287353515625,67.0718765258789,26.666667938232422,26.666667938232422,83.33332824707031,64.51612854003906,45.16128921508789,25.80644989013672,6.25,10,6.361842155456543,17179869184,21474836480,6576013312,20243677184
309,1729546304553,3228,3228,3228,3228,3228,3228,3228,3228,69.30776977539063,65.0840072631836,72.02632904052734,74.78848266601563,71.5818862915039,67.12112426757813,68.04340362548828,68.1279525756836,68.88287353515625,67.0718765258789,22.580644607543945,28.125,46.875,63.33333206176758,35.48387145996094,9.67741870880127,9.67741870880127,3.22580623626709,6.361842155456543,17179869184,21474836480,6599540736,20243677184
309,1729546304863,3228,3228,3228,3228,3228,3228,3228,3228,69.30776977539063,65.0840072631836,72.02632904052734,74.78848266601563,71.5818862915039,67.12112426757813,68.04340362548828,68.1279525756836,68.88287353515625,67.0718765258789,78.125,76.66666412353516,93.54838562011719,96.7741928100586,93.54838562011719,90.32257843017578,77.41934967041016,75,15.090529441833496,17179869184,21474836480,6868320256,20243677184
307,1729546305174,3228,3228,3228,3228,3228,3228,3228,3228,71.7553939819336,68.84630584716797,76.42343139648438,79.12117767333984,75.23554229736328,69.98717498779297,75.24879455566406,75.47467041015625,74.15497589111328,70.23723602294922,100,100,100,100,100,100,100,100,15.090529441833496,17179869184,21474836480,7081443328,20243677184
303,1729546305481,3228,3228,3228,3228,3228,3228,3228,3228,71.7553939819336,68.84630584716797,76.42343139648438,79.12117767333984,75.23554229736328,69.98717498779297,75.24879455566406,75.47467041015625,74.15497589111328,70.23723602294922,80.6451644897461,80,93.33333587646484,84.375,86.66666412353516,87.09677124023438,83.87096405029297,90.32257843017578,15.090529441833496,17179869184,21474836480,7307968512,20243677184
302,1729546305785,3228,3228,3228,3228,3228,3228,3228,3228,71.7553939819336,68.84630584716797,76.42343139648438,79.12117767333984,75.23554229736328,69.98717498779297,75.24879455566406,75.47467041015625,74.15497589111328,70.23723602294922,51.72413635253906,44.82758712768555,61.29032516479492,79.31034851074219,54.83871078491211,58.620689392089844,50,48.27585983276367,19.722063064575195,17179869184,21474836480,7428587520,20243677184
307,1729546306087,3228,3228,3228,3228,3228,3228,3228,3228,71.7553939819336,68.84630584716797,76.42343139648438,79.12117767333984,75.23554229736328,69.98717498779297,75.24879455566406,75.47467041015625,74.15497589111328,70.23723602294922,96.66666412353516,96.66666412353516,100,96.7741928100586,100,100,100,100,19.722063064575195,17179869184,21474836480,9419046912,20243677184
