__run_id,__done,DFO,Library,DataFrame size,execution_time,num_dfos_per_joule,cpu_utilisation,memory_usage
run_30_repetition_17,DONE,sort,Polars,Large,43.569,0.032,69.4,8521818971.301
run_6_repetition_7,DONE,isna,Polars,Large,1.858,1.728,81.0,5539749888.0
run_17_repetition_15,DONE,groupby,Modin,Small,5.863,0.281,77.9,5082802858.667
run_54_repetition_1,DONE,dropna,Polars,Large,0.632,3.839,79.5,4882526208.0
run_28_repetition_14,DONE,sort,Pandas,Large,76.197,0.024,77.3,9443445056.771
run_24_repetition_16,DONE,sort,Modin,Large,711.981,0.002,75.8,11815583483.377
run_44_repetition_4,DONE,drop,Pandas,Large,36.373,0.053,74.4,9020579157.333
run_5_repetition_9,DONE,isna,Pandas,Small,0.637,2.356,76.5,4859138048.0
run_7_repetition_2,DONE,isna,Polars,Small,0.33,4.476,74.3,5206026922.667
run_15_repetition_9,DONE,replace,Polars,Small,0.33,4.502,85.5,5402443776.0
run_62_repetition_1,DONE,fillna,Polars,Large,67.479,0.016,76.1,8695235081.309
run_48_repetition_15,DONE,dropna,Modin,Large,24.851,0.05,63.7,9870377946.988
run_28_repetition_5,DONE,sort,Pandas,Large,75.877,0.025,59.3,8806937368.774
run_66_repetition_13,DONE,concat,Dask,Large,1.556,3.879,76.3,4773293494.857
run_29_repetition_14,DONE,sort,Pandas,Small,0.637,11.362,77.4,5073715200.0
run_70_repetition_0,DONE,concat,Polars,Large,0.638,11.826,71.9,5409644544.0
run_50_repetition_6,DONE,dropna,Dask,Large,1.261,5.33,70.0,5637496832.0
run_64_repetition_10,DONE,concat,Modin,Large,17.481,0.09,73.7,9472647306.847
run_67_repetition_2,DONE,concat,Dask,Small,1.555,1.008,59.5,5606064128.0
run_37_repetition_13,DONE,mean,Pandas,Small,0.936,1.54,78.0,5749135769.6
run_11_repetition_3,DONE,replace,Dask,Small,1.252,5.974,73.3,3544503637.333
run_7_repetition_9,DONE,isna,Polars,Small,0.32,24.882,75.2,3899965440.0
run_27_repetition_11,DONE,sort,Dask,Small,1.242,5.493,73.7,4158791680.0
run_16_repetition_14,DONE,groupby,Modin,Large,19.981,0.083,71.5,8578870012.179
run_68_repetition_6,DONE,concat,Pandas,Large,32.667,0.06,77.4,9143426920.296
run_45_repetition_1,DONE,drop,Pandas,Small,0.638,5.211,66.4,4993900544.0
run_50_repetition_9,DONE,dropna,Dask,Large,1.243,1.398,78.3,5354637994.667
run_9_repetition_14,DONE,replace,Modin,Small,5.867,0.297,77.7,6108670634.667
run_62_repetition_8,DONE,fillna,Polars,Large,68.666,0.016,75.2,8343502921.143
run_8_repetition_5,DONE,replace,Modin,Large,27.033,0.054,62.3,8955955518.578
run_36_repetition_10,DONE,mean,Pandas,Large,2.177,0.952,80.1,6129836942.222
run_66_repetition_1,DONE,concat,Dask,Large,1.556,4.222,76.1,4752394532.571
run_35_repetition_18,DONE,mean,Dask,Small,1.56,4.517,79.3,4914659328.0
run_70_repetition_19,DONE,concat,Polars,Large,0.636,11.402,71.1,5050552320.0
run_28_repetition_4,DONE,sort,Pandas,Large,77.053,0.023,75.3,9413261149.46
run_1_repetition_14,DONE,isna,Modin,Small,6.165,0.253,76.1,5943033856.0
run_42_repetition_15,DONE,drop,Dask,Large,1.253,4.855,77.0,3672028501.333
run_45_repetition_17,DONE,drop,Pandas,Small,0.638,4.233,77.5,4058058752.0
run_45_repetition_13,DONE,drop,Pandas,Small,0.628,4.032,72.9,4273299456.0
run_28_repetition_10,DONE,sort,Pandas,Large,75.597,0.024,66.9,9035518034.915
run_62_repetition_13,DONE,fillna,Polars,Large,67.814,0.016,76.4,8581860986.787
run_8_repetition_13,DONE,replace,Modin,Large,72.801,0.026,64.2,9982327666.611
run_50_repetition_4,DONE,dropna,Dask,Large,1.581,1.63,62.0,4338347446.857
run_12_repetition_13,DONE,replace,Pandas,Large,97.757,0.018,75.3,9375575178.031
run_28_repetition_11,DONE,sort,Pandas,Large,78.166,0.023,76.2,9105224960.0
run_1_repetition_19,DONE,isna,Modin,Small,6.491,0.236,78.6,4066417619.478
run_25_repetition_19,DONE,sort,Modin,Small,7.096,0.204,76.0,4634535526.4
run_40_repetition_12,DONE,drop,Modin,Large,17.798,0.084,71.4,8557496456.533
run_26_repetition_2,DONE,sort,Dask,Large,1.253,1.581,67.3,4825522176.0
run_7_repetition_19,DONE,isna,Polars,Small,0.33,5.862,73.0,5039723861.333
run_19_repetition_15,DONE,groupby,Dask,Small,1.248,1.761,74.3,5207067306.667
run_18_repetition_16,DONE,groupby,Dask,Large,1.247,5.787,70.5,5369072298.667
run_57_repetition_9,DONE,fillna,Modin,Small,6.483,0.261,72.2,6108092683.13
run_47_repetition_0,DONE,drop,Polars,Small,0.329,4.984,72.3,5720386218.667
run_53_repetition_15,DONE,dropna,Pandas,Small,0.64,5.788,77.0,5916188672.0
run_54_repetition_7,DONE,dropna,Polars,Large,0.95,1.55,76.0,4425426534.4
run_14_repetition_5,DONE,replace,Polars,Large,8.058,0.157,75.5,6384947200.0
run_26_repetition_8,DONE,sort,Dask,Large,1.25,1.111,77.4,4630735530.667
run_21_repetition_12,DONE,groupby,Pandas,Small,0.638,2.715,77.8,4808409088.0
run_29_repetition_18,DONE,sort,Pandas,Small,0.942,1.889,75.5,4978996019.2
run_42_repetition_6,DONE,drop,Dask,Large,1.243,1.408,75.7,5134813866.667
run_57_repetition_12,DONE,fillna,Modin,Small,6.468,0.201,75.1,5855083831.652
run_34_repetition_14,DONE,mean,Dask,Large,1.564,0.847,55.8,5598330880.0
run_11_repetition_10,DONE,replace,Dask,Small,1.235,2.111,73.7,5757110954.667
run_62_repetition_15,DONE,fillna,Polars,Large,69.657,0.016,78.0,8761815671.542
run_31_repetition_9,DONE,sort,Polars,Small,0.323,22.935,76.5,3298738176.0
run_10_repetition_6,DONE,replace,Dask,Large,1.252,5.495,72.0,3751234218.667
run_67_repetition_17,DONE,concat,Dask,Small,1.563,2.62,87.7,4118935259.429
run_30_repetition_18,DONE,sort,Polars,Large,41.12,0.033,81.0,8444638852.741
run_15_repetition_8,DONE,replace,Polars,Small,0.329,3.873,77.7,4028541610.667
run_44_repetition_19,DONE,drop,Pandas,Large,36.423,0.051,73.7,9515581713.067
run_32_repetition_10,DONE,mean,Modin,Large,16.583,0.085,75.8,9170645577.143
run_59_repetition_10,DONE,fillna,Dask,Small,1.251,1.402,80.8,5715536554.667
run_32_repetition_4,DONE,mean,Modin,Large,12.904,0.101,79.1,7317930356.364
run_39_repetition_5,DONE,mean,Polars,Small,0.321,24.303,73.9,3871839573.333
run_27_repetition_9,DONE,sort,Dask,Small,1.241,5.095,76.7,4202583381.333
run_39_repetition_8,DONE,mean,Polars,Small,0.322,24.809,75.4,4403675136.0
run_64_repetition_17,DONE,concat,Modin,Large,12.622,0.096,87.8,7993011366.698
run_39_repetition_10,DONE,mean,Polars,Small,0.32,6.275,73.2,4715741184.0
run_63_repetition_19,DONE,fillna,Polars,Small,0.332,5.818,77.0,4883529728.0
run_51_repetition_10,DONE,dropna,Dask,Small,1.244,1.531,79.8,5091975168.0
run_67_repetition_13,DONE,concat,Dask,Small,1.253,3.036,80.8,5357335893.333
run_17_repetition_14,DONE,groupby,Modin,Small,6.164,0.286,77.5,6026950469.818
run_21_repetition_10,DONE,groupby,Pandas,Small,0.635,2.739,72.6,5705633792.0
run_66_repetition_0,DONE,concat,Dask,Large,1.258,2.046,81.7,5892390912.0
run_34_repetition_19,DONE,mean,Dask,Large,1.569,0.97,63.4,4044570624.0
run_47_repetition_4,DONE,drop,Polars,Small,0.328,5.419,75.5,4182807893.333
run_49_repetition_12,DONE,dropna,Modin,Small,5.858,0.303,76.7,4850380214.857
run_58_repetition_17,DONE,fillna,Dask,Large,1.251,1.357,80.7,4582023168.0
run_6_repetition_12,DONE,isna,Polars,Large,1.567,1.039,73.0,5672583168.0
run_68_repetition_2,DONE,concat,Pandas,Large,32.397,0.058,79.2,9392632535.327
run_68_repetition_8,DONE,concat,Pandas,Large,33.026,0.065,70.6,9451508576.294
run_36_repetition_17,DONE,mean,Pandas,Large,2.482,0.634,68.6,7006288281.6
run_15_repetition_13,DONE,replace,Polars,Small,0.323,24.502,60.4,5843812352.0
run_20_repetition_6,DONE,groupby,Pandas,Large,2.182,2.035,77.8,5605581710.222
run_45_repetition_14,DONE,drop,Pandas,Small,0.638,11.715,59.8,4226666496.0
run_12_repetition_11,DONE,replace,Pandas,Large,97.448,0.019,77.2,9173240954.365
run_2_repetition_6,DONE,isna,Dask,Large,1.258,2.479,76.1,5065383936.0
run_12_repetition_1,DONE,replace,Pandas,Large,98.837,0.019,73.1,9236924498.427
run_52_repetition_11,DONE,dropna,Pandas,Large,45.651,0.041,76.2,7469299357.013
run_66_repetition_6,DONE,concat,Dask,Large,1.56,4.207,71.9,3637709092.571
run_26_repetition_17,DONE,sort,Dask,Large,1.244,5.593,59.0,3950294357.333
run_44_repetition_14,DONE,drop,Pandas,Large,36.708,0.051,75.0,9516170722.38
run_47_repetition_15,DONE,drop,Polars,Small,0.326,23.187,75.0,5179015168.0
run_50_repetition_12,DONE,dropna,Dask,Large,1.248,1.26,52.7,5596192768.0
run_25_repetition_11,DONE,sort,Modin,Small,6.799,0.211,84.9,6419081898.667
run_24_repetition_1,DONE,sort,Modin,Large,558.778,0.003,55.7,11730384672.684
run_42_repetition_7,DONE,drop,Dask,Large,1.554,1.359,69.4,6184161865.143
run_37_repetition_12,DONE,mean,Pandas,Small,0.943,1.714,59.3,3543328358.4
run_4_repetition_18,DONE,isna,Pandas,Large,43.49,0.043,79.9,7966204534.154
run_23_repetition_7,DONE,groupby,Polars,Small,0.328,18.396,74.6,4694796970.667
run_68_repetition_18,DONE,concat,Pandas,Large,32.702,0.056,70.9,9827650066.963
run_34_repetition_12,DONE,mean,Dask,Large,1.563,1.806,76.6,5488375515.429
run_12_repetition_18,DONE,replace,Pandas,Large,98.595,0.019,78.2,9528937503.801
run_49_repetition_8,DONE,dropna,Modin,Small,6.167,0.235,63.6,4494958592.0
run_35_repetition_9,DONE,mean,Dask,Small,1.54,1.993,76.1,4418146889.143
run_31_repetition_12,DONE,sort,Polars,Small,0.323,4.853,77.5,4723097600.0
run_66_repetition_15,DONE,concat,Dask,Large,1.564,1.253,83.4,5155117933.714
run_26_repetition_14,DONE,sort,Dask,Large,1.248,1.363,77.5,5350356309.333
run_58_repetition_19,DONE,fillna,Dask,Large,1.253,2.189,77.5,5518103893.333
run_12_repetition_5,DONE,replace,Pandas,Large,99.257,0.018,72.0,9689778858.667
run_10_repetition_11,DONE,replace,Dask,Large,1.258,1.948,81.2,3998520661.333
run_41_repetition_3,DONE,drop,Modin,Small,5.853,0.247,64.4,4627351064.381
run_24_repetition_12,DONE,sort,Modin,Large,684.183,0.002,53.9,11708701078.669
run_28_repetition_18,DONE,sort,Pandas,Large,77.019,0.023,64.9,9732761502.476
run_16_repetition_15,DONE,groupby,Modin,Large,15.346,0.097,75.5,9131820583.385
run_44_repetition_5,DONE,drop,Pandas,Large,36.36,0.057,80.8,8586298436.267
run_36_repetition_16,DONE,mean,Pandas,Large,2.48,0.63,71.7,6291790233.6
run_62_repetition_17,DONE,fillna,Polars,Large,69.137,0.016,73.5,8644323792.213
run_58_repetition_12,DONE,fillna,Dask,Large,1.542,1.168,73.8,5313244598.857
run_68_repetition_10,DONE,concat,Pandas,Large,33.315,0.06,82.6,9612559378.618
run_23_repetition_1,DONE,groupby,Polars,Small,0.329,22.832,64.8,4891590656.0
run_59_repetition_5,DONE,fillna,Dask,Small,1.26,2.23,77.8,5307288234.667
run_64_repetition_0,DONE,concat,Modin,Large,16.896,0.089,79.5,8290174365.193
run_37_repetition_6,DONE,mean,Pandas,Small,0.94,3.319,78.6,4166428262.4
run_37_repetition_3,DONE,mean,Pandas,Small,0.646,4.236,65.2,4327759872.0
run_43_repetition_18,DONE,drop,Dask,Small,1.248,3.686,77.3,4548799146.667
run_46_repetition_11,DONE,drop,Polars,Large,0.636,6.901,75.7,5074644992.0
run_52_repetition_4,DONE,dropna,Pandas,Large,45.927,0.037,79.0,8430589992.689
run_64_repetition_1,DONE,concat,Modin,Large,21.491,0.073,70.8,9462016227.556
run_14_repetition_13,DONE,replace,Polars,Large,7.736,0.167,73.9,7883205290.667
run_67_repetition_0,DONE,concat,Dask,Small,1.554,0.975,79.8,4030084827.429
run_9_repetition_3,DONE,replace,Modin,Small,6.183,0.246,64.9,4733216954.182
run_55_repetition_4,DONE,dropna,Polars,Small,0.329,4.035,74.3,4421173248.0
run_32_repetition_13,DONE,mean,Modin,Large,12.631,0.106,80.1,7970725697.488
run_43_repetition_1,DONE,drop,Dask,Small,1.241,5.665,76.0,4565876736.0
run_52_repetition_9,DONE,dropna,Pandas,Large,45.996,0.037,67.6,8305096364.927
run_52_repetition_19,DONE,dropna,Pandas,Large,45.698,0.038,77.3,8843656123.733
run_49_repetition_6,DONE,dropna,Modin,Small,6.474,0.26,72.3,5345950319.304
run_25_repetition_2,DONE,sort,Modin,Small,6.478,0.216,63.4,4734896217.043
run_54_repetition_9,DONE,dropna,Polars,Large,0.938,5.343,58.1,4931780608.0
run_57_repetition_8,DONE,fillna,Modin,Small,5.842,0.242,76.7,5089260495.238
run_45_repetition_7,DONE,drop,Pandas,Small,0.638,12.189,76.4,4819554304.0
run_11_repetition_1,DONE,replace,Dask,Small,1.252,6.034,75.3,4958322688.0
run_38_repetition_4,DONE,mean,Polars,Large,0.63,11.462,73.3,5101469696.0
run_45_repetition_8,DONE,drop,Pandas,Small,0.936,8.173,74.5,5336698060.8
run_7_repetition_11,DONE,isna,Polars,Small,0.322,24.935,80.6,5496122026.667
run_4_repetition_9,DONE,isna,Pandas,Large,43.776,0.041,69.0,9009016490.667
run_67_repetition_7,DONE,concat,Dask,Small,1.562,3.198,81.2,5421540498.286
run_51_repetition_6,DONE,dropna,Dask,Small,1.251,5.912,74.8,4314253994.667
run_32_repetition_19,DONE,mean,Modin,Large,14.436,0.094,75.9,7837059698.939
run_71_repetition_18,DONE,concat,Polars,Small,0.319,23.647,57.1,4494786560.0
run_27_repetition_2,DONE,sort,Dask,Small,1.263,6.109,75.8,4740535637.333
run_14_repetition_15,DONE,replace,Polars,Large,8.35,0.148,69.9,7004462821.517
run_35_repetition_16,DONE,mean,Dask,Small,1.564,1.276,72.7,5135248822.857
run_8_repetition_9,DONE,replace,Modin,Large,54.75,0.034,63.1,10319899488.711
run_21_repetition_11,DONE,groupby,Pandas,Small,0.934,2.583,82.6,5696854425.6
run_37_repetition_16,DONE,mean,Pandas,Small,0.638,3.556,77.0,5885104128.0
run_67_repetition_14,DONE,concat,Dask,Small,1.555,4.834,71.4,4014503643.429
run_49_repetition_15,DONE,dropna,Modin,Small,6.443,0.236,84.5,4662510280.348
run_3_repetition_9,DONE,isna,Dask,Small,1.25,6.174,75.8,4465773226.667
run_62_repetition_11,DONE,fillna,Polars,Large,68.168,0.016,78.4,8251016791.64
run_43_repetition_9,DONE,drop,Dask,Small,1.257,1.04,72.3,5473189888.0
run_52_repetition_0,DONE,dropna,Pandas,Large,45.946,0.037,73.1,9286404218.066
run_62_repetition_18,DONE,fillna,Polars,Large,69.291,0.016,84.3,8011372779.611
run_49_repetition_14,DONE,dropna,Modin,Small,6.483,0.241,68.7,4584596524.522
run_59_repetition_16,DONE,fillna,Dask,Small,1.252,5.471,76.4,4417303893.333
run_59_repetition_4,DONE,fillna,Dask,Small,1.253,5.484,71.4,4667290965.333
run_52_repetition_16,DONE,dropna,Pandas,Large,45.716,0.039,72.8,8344415218.347
run_10_repetition_0,DONE,replace,Dask,Large,1.248,1.829,75.0,5238980608.0
run_6_repetition_16,DONE,isna,Polars,Large,1.251,3.596,79.9,6904747349.333
run_21_repetition_9,DONE,groupby,Pandas,Small,0.634,5.829,73.2,5896933376.0
run_22_repetition_17,DONE,groupby,Polars,Large,0.641,2.96,80.6,6678097920.0
run_1_repetition_8,DONE,isna,Modin,Small,5.839,0.265,69.9,4344708339.81
run_18_repetition_18,DONE,groupby,Dask,Large,1.245,2.275,59.1,4205120170.667
run_37_repetition_0,DONE,mean,Pandas,Small,0.629,2.179,58.8,4487385088.0
run_26_repetition_4,DONE,sort,Dask,Large,1.256,1.236,78.1,4791806634.667
run_58_repetition_15,DONE,fillna,Dask,Large,1.259,1.373,72.0,4972079786.667
run_58_repetition_11,DONE,fillna,Dask,Large,1.263,3.224,79.9,5143300778.667
run_65_repetition_14,DONE,concat,Modin,Small,6.165,0.219,72.0,5786021515.636
run_56_repetition_2,DONE,fillna,Modin,Large,78.267,0.022,86.6,10663404061.883
run_35_repetition_2,DONE,mean,Dask,Small,1.873,2.754,60.3,6041759744.0
run_23_repetition_3,DONE,groupby,Polars,Small,0.332,6.312,76.7,4173807616.0
run_33_repetition_9,DONE,mean,Modin,Small,6.465,0.237,72.8,4828138273.391
run_20_repetition_9,DONE,groupby,Pandas,Large,2.487,0.675,75.3,6388157644.8
run_50_repetition_19,DONE,dropna,Dask,Large,1.248,5.731,73.7,5025344170.667
run_38_repetition_13,DONE,mean,Polars,Large,0.642,12.204,77.3,5122830336.0
run_68_repetition_15,DONE,concat,Pandas,Large,32.958,0.058,76.1,9682158469.872
run_65_repetition_5,DONE,concat,Modin,Small,5.597,0.299,77.5,5963172249.6
run_63_repetition_2,DONE,fillna,Polars,Small,0.32,25.272,74.4,5729381034.667
run_34_repetition_17,DONE,mean,Dask,Large,1.861,0.868,72.4,5937909760.0
run_5_repetition_10,DONE,isna,Pandas,Small,0.631,4.918,59.9,6071836672.0
run_20_repetition_11,DONE,groupby,Pandas,Large,2.782,1.126,74.9,5745432389.818
run_49_repetition_13,DONE,dropna,Modin,Small,5.872,0.269,89.7,5298545810.286
run_50_repetition_14,DONE,dropna,Dask,Large,1.25,6.101,71.0,5006838442.667
run_68_repetition_14,DONE,concat,Pandas,Large,32.681,0.061,69.7,9543185749.333
run_49_repetition_4,DONE,dropna,Modin,Small,6.154,0.276,77.7,6017333806.545
run_10_repetition_14,DONE,replace,Dask,Large,1.252,1.151,76.9,5792552277.333
run_11_repetition_6,DONE,replace,Dask,Small,1.252,1.165,70.2,5960384512.0
run_36_repetition_13,DONE,mean,Pandas,Large,2.186,1.671,72.3,7954311850.667
run_71_repetition_1,DONE,concat,Polars,Small,0.331,10.457,75.0,6348313941.333
run_21_repetition_3,DONE,groupby,Pandas,Small,0.629,12.047,74.2,6432362496.0
run_70_repetition_14,DONE,concat,Polars,Large,0.627,12.143,60.7,6578012160.0
run_42_repetition_1,DONE,drop,Dask,Large,1.249,1.142,75.4,4758787413.333
run_24_repetition_3,DONE,sort,Modin,Large,618.689,0.002,75.7,11748005102.646
run_29_repetition_9,DONE,sort,Pandas,Small,0.944,1.328,65.8,4540455321.6
run_21_repetition_1,DONE,groupby,Pandas,Small,0.638,2.301,79.5,4768935936.0
run_6_repetition_10,DONE,isna,Polars,Large,1.854,1.108,75.9,5753835520.0
run_50_repetition_8,DONE,dropna,Dask,Large,1.259,1.501,72.2,5349946709.333
run_10_repetition_10,DONE,replace,Dask,Large,1.243,1.389,71.7,6036307968.0
run_65_repetition_18,DONE,concat,Modin,Small,6.469,0.199,74.1,6699432559.304
run_60_repetition_17,DONE,fillna,Pandas,Large,453.904,0.004,80.3,9965760004.506
run_33_repetition_6,DONE,mean,Modin,Small,6.48,0.255,65.4,5074552921.043
run_8_repetition_10,DONE,replace,Modin,Large,42.65,0.035,76.1,9960145012.199
run_51_repetition_0,DONE,dropna,Dask,Small,1.547,3.196,63.8,5379073170.286
run_20_repetition_12,DONE,groupby,Pandas,Large,2.493,0.847,72.6,7278269235.2
run_38_repetition_17,DONE,mean,Polars,Large,0.635,2.192,78.6,5912625152.0
run_1_repetition_11,DONE,isna,Modin,Small,6.472,0.205,76.8,4563621442.783
run_64_repetition_6,DONE,concat,Modin,Large,18.433,0.087,73.1,8425319787.355
run_63_repetition_11,DONE,fillna,Polars,Small,0.328,5.88,86.4,4155523072.0
run_37_repetition_19,DONE,mean,Pandas,Small,0.64,2.586,72.7,4394258432.0
run_50_repetition_2,DONE,dropna,Dask,Large,1.257,1.408,76.8,4593336320.0
run_7_repetition_7,DONE,isna,Polars,Small,0.326,4.006,76.7,4817387520.0
run_13_repetition_9,DONE,replace,Pandas,Small,0.632,2.259,72.4,4959559680.0
run_38_repetition_10,DONE,mean,Polars,Large,0.634,2.077,86.4,5142261760.0
run_39_repetition_16,DONE,mean,Polars,Small,0.327,5.609,76.6,5448684885.333
run_55_repetition_9,DONE,dropna,Polars,Small,0.333,3.945,62.8,5629056341.333
run_62_repetition_5,DONE,fillna,Polars,Large,67.863,0.016,87.1,7817899902.262
run_68_repetition_3,DONE,concat,Pandas,Large,33.003,0.056,75.6,8505383982.972
run_33_repetition_11,DONE,mean,Modin,Small,6.468,0.268,60.5,5068304918.261
run_70_repetition_1,DONE,concat,Polars,Large,0.628,2.71,74.2,4859604992.0
run_65_repetition_12,DONE,concat,Modin,Small,5.862,0.236,74.3,5553072810.667
run_47_repetition_2,DONE,drop,Polars,Small,0.329,11.29,78.5,5303648256.0
run_24_repetition_6,DONE,sort,Modin,Large,724.149,0.002,77.3,11853994376.981
run_39_repetition_9,DONE,mean,Polars,Small,0.33,14.264,75.8,4222255104.0
run_51_repetition_4,DONE,dropna,Dask,Small,1.567,1.5,71.4,4593282486.857
run_13_repetition_7,DONE,replace,Pandas,Small,0.638,11.68,76.7,4785135616.0
run_62_repetition_7,DONE,fillna,Polars,Large,67.21,0.017,72.9,8421912258.046
run_33_repetition_10,DONE,mean,Modin,Small,6.763,0.203,75.3,5567842304.0
run_3_repetition_5,DONE,isna,Dask,Small,1.247,5.43,75.2,5440326314.667
run_26_repetition_6,DONE,sort,Dask,Large,1.249,5.641,73.4,5582908074.667
run_22_repetition_9,DONE,groupby,Polars,Large,0.629,2.966,79.6,6051061760.0
run_9_repetition_10,DONE,replace,Modin,Small,6.483,0.255,76.0,4682920470.261
run_66_repetition_3,DONE,concat,Dask,Large,1.565,1.631,79.2,4328161280.0
run_12_repetition_19,DONE,replace,Pandas,Large,97.559,0.019,76.9,9196275930.969
run_46_repetition_2,DONE,drop,Polars,Large,0.635,2.763,75.3,5396054016.0
run_61_repetition_5,DONE,fillna,Pandas,Small,0.952,2.213,76.4,5176760729.6
run_38_repetition_0,DONE,mean,Polars,Large,0.643,5.68,77.2,6256447488.0
run_53_repetition_1,DONE,dropna,Pandas,Small,0.932,1.693,61.6,5761853030.4
run_16_repetition_5,DONE,groupby,Modin,Large,17.802,0.081,82.4,9076284074.667
run_18_repetition_0,DONE,groupby,Dask,Large,1.257,2.098,80.3,3957601621.333
run_50_repetition_1,DONE,dropna,Dask,Large,1.254,3.483,82.5,4167603541.333
run_52_repetition_1,DONE,dropna,Pandas,Large,45.7,0.041,62.1,7833252549.973
run_19_repetition_9,DONE,groupby,Dask,Small,1.242,2.299,75.0,4759147861.333
run_42_repetition_10,DONE,drop,Dask,Large,1.236,1.793,70.5,5196040874.667
run_56_repetition_6,DONE,fillna,Modin,Large,43.576,0.034,66.8,10363336590.222
run_16_repetition_0,DONE,groupby,Modin,Large,14.141,0.086,74.3,8738578090.667
run_36_repetition_7,DONE,mean,Pandas,Large,2.49,0.508,72.1,5787839692.8
run_70_repetition_2,DONE,concat,Polars,Large,0.632,3.368,74.7,4912730112.0
run_32_repetition_18,DONE,mean,Modin,Large,19.037,0.086,80.8,8618500864.0
run_43_repetition_7,DONE,drop,Dask,Small,1.254,5.939,73.5,4429176832.0
run_37_repetition_11,DONE,mean,Pandas,Small,0.941,2.976,65.9,4591766732.8
run_39_repetition_2,DONE,mean,Polars,Small,0.327,6.109,73.7,4768530432.0
run_48_repetition_0,DONE,dropna,Modin,Large,21.445,0.061,75.0,9277143267.556
run_14_repetition_16,DONE,replace,Polars,Large,8.038,0.164,78.2,7460257792.0
run_69_repetition_17,DONE,concat,Pandas,Small,0.635,9.981,76.7,5785284608.0
run_41_repetition_12,DONE,drop,Modin,Small,6.171,0.213,72.8,6405800680.727
run_68_repetition_19,DONE,concat,Pandas,Large,33.884,0.056,77.2,8687517842.286
run_45_repetition_16,DONE,drop,Pandas,Small,0.629,6.099,71.2,3504758784.0
run_62_repetition_12,DONE,fillna,Polars,Large,68.365,0.016,74.7,8012422029.202
run_31_repetition_18,DONE,sort,Polars,Small,0.319,9.127,76.0,4820183722.667
run_27_repetition_0,DONE,sort,Dask,Small,1.241,2.319,72.1,5242606933.333
run_26_repetition_7,DONE,sort,Dask,Large,1.247,1.192,70.1,5446705152.0
run_24_repetition_7,DONE,sort,Modin,Large,928.269,0.002,68.7,11455719810.148
run_24_repetition_5,DONE,sort,Modin,Large,611.979,0.003,70.4,11826963493.395
run_14_repetition_19,DONE,replace,Polars,Large,55.556,0.022,29.4,13399900339.06
run_48_repetition_18,DONE,dropna,Modin,Large,34.105,0.035,31.2,13424668708.248
run_2_repetition_9,DONE,isna,Dask,Large,1.858,0.778,67.9,11366500352.0
run_18_repetition_2,DONE,groupby,Dask,Large,1.854,0.78,39.3,11064907776.0
run_19_repetition_6,DONE,groupby,Dask,Small,3.088,0.368,36.0,11753070592.0
run_38_repetition_3,DONE,mean,Polars,Large,4.29,0.254,29.7,11514859520.0
run_5_repetition_14,DONE,isna,Pandas,Small,3.073,0.381,27.1,12300257962.667
run_64_repetition_13,DONE,concat,Modin,Large,43.567,0.027,68.3,11720268913.778
run_5_repetition_8,DONE,isna,Pandas,Small,0.945,5.632,45.7,3891068928.0
run_21_repetition_14,DONE,groupby,Pandas,Small,0.632,11.379,71.8,4161122304.0
run_55_repetition_7,DONE,dropna,Polars,Small,0.331,19.025,77.1,4823362218.667
run_10_repetition_5,DONE,replace,Dask,Large,1.261,1.459,75.4,5046714368.0
run_11_repetition_12,DONE,replace,Dask,Small,1.234,1.76,71.7,5193353898.667
run_0_repetition_3,DONE,isna,Modin,Large,20.548,0.061,73.0,9034620571.826
run_44_repetition_6,DONE,drop,Pandas,Large,36.695,0.05,78.0,9611059944.727
run_25_repetition_3,DONE,sort,Modin,Small,7.4,0.208,73.1,6071800753.231
run_2_repetition_7,DONE,isna,Dask,Large,1.252,1.234,79.6,3898684757.333
run_23_repetition_18,DONE,groupby,Polars,Small,0.33,5.321,77.1,4056662016.0
run_47_repetition_11,DONE,drop,Polars,Small,0.323,5.201,76.4,4230037504.0
run_17_repetition_9,DONE,groupby,Modin,Small,5.835,0.319,77.4,4869213232.762
run_16_repetition_16,DONE,groupby,Modin,Large,15.687,0.09,67.4,8126261209.358
run_29_repetition_5,DONE,sort,Pandas,Small,0.628,8.827,86.1,3945193472.0
run_1_repetition_16,DONE,isna,Modin,Small,6.466,0.214,87.7,4978477857.391
run_41_repetition_13,DONE,drop,Modin,Small,6.173,0.259,72.9,5293452939.636
run_71_repetition_9,DONE,concat,Polars,Small,0.321,14.486,80.5,5054971904.0
run_43_repetition_10,DONE,drop,Dask,Small,1.254,5.597,72.2,5358731264.0
run_69_repetition_7,DONE,concat,Pandas,Small,0.635,12.286,76.4,5536530432.0
run_64_repetition_7,DONE,concat,Modin,Large,12.014,0.113,75.8,7147299415.415
run_33_repetition_19,DONE,mean,Modin,Small,6.491,0.251,77.4,4077985435.826
run_45_repetition_18,DONE,drop,Pandas,Small,0.637,4.151,77.3,3834241024.0
run_20_repetition_16,DONE,groupby,Pandas,Large,2.477,1.867,73.7,5962902732.8
run_46_repetition_14,DONE,drop,Polars,Large,0.635,12.278,75.7,4924006400.0
run_16_repetition_8,DONE,groupby,Modin,Large,16.578,0.082,76.1,8286054400.0
run_21_repetition_4,DONE,groupby,Pandas,Small,0.637,6.019,63.5,4830793728.0
