Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729586671610,3228,3228,3228,3228,3228,3228,3228,3228,60.795230865478516,58.95621871948242,59.522483825683594,61.520484924316406,60.96690368652344,59.7332763671875,59.01063919067383,60.222110748291016,61.95060729980469,61.59931182861328,50,NaN,100,0,50,0,50,0,6.122525691986084,17179869184,22548578304,4214931456,21094400000
307,1729586671610,3228,3228,3228,3228,3228,3228,3228,3228,60.795230865478516,58.95621871948242,59.522483825683594,61.520484924316406,60.96690368652344,59.7332763671875,59.01063919067383,60.222110748291016,61.95060729980469,61.59931182861328,NaN,0,100,100,100,100,100,100,6.122525691986084,17179869184,22548578304,4214931456,21094400000
303,1729586671918,3228,3228,3228,3228,3228,3228,3228,3228,60.795230865478516,58.95621871948242,59.522483825683594,61.520484924316406,60.96690368652344,59.7332763671875,59.01063919067383,60.222110748291016,61.95060729980469,61.59931182861328,50,48.3870964050293,90,90,89.6551742553711,82.75862121582031,83.33332824707031,80,6.122525691986084,17179869184,22548578304,4214931456,21094400000
303,1729586672222,3228,3228,3228,3228,3228,3228,3228,3228,64.40084838867188,62.241973876953125,66.31340789794922,68.94459533691406,66.20100402832031,62.79551315307617,65.46421813964844,66.70555877685547,66.27001953125,64.15227508544922,58.06451416015625,58.06451416015625,93.33333587646484,93.33333587646484,93.54838562011719,83.87096405029297,83.87096405029297,80.6451644897461,6.122525691986084,17179869184,22548578304,4302815232,21094400000
300,1729586672525,3228,3228,3228,3228,3228,3228,3228,3228,64.40084838867188,62.241973876953125,66.31340789794922,68.94459533691406,66.20100402832031,62.79551315307617,65.46421813964844,66.70555877685547,66.27001953125,64.15227508544922,16.666667938232422,20.689655303955078,87.09677124023438,83.33332824707031,77.41934967041016,80,76.66666412353516,61.29032516479492,6.122525691986084,17179869184,22548578304,4299800576,21094400000
301,1729586672826,3228,3228,3228,3228,3228,3228,3228,3228,64.40084838867188,62.241973876953125,66.31340789794922,68.94459533691406,66.20100402832031,62.79551315307617,65.46421813964844,66.70555877685547,66.27001953125,64.15227508544922,46.66666793823242,43.33333206176758,96.55171966552734,93.33333587646484,93.10344696044922,90.32257843017578,90,86.20689392089844,6.260191440582275,17179869184,22548578304,4299800576,21094400000
8,1729586673129,3228,3228,3228,3228,3228,3228,3228,3228,69.78301239013672,68.5477294921875,75.32722473144531,78.85099792480469,73.59781646728516,68.38823699951172,75.64804077148438,76.95632934570313,73.94770050048828,69.4639663696289,86.20689392089844,80,96.7741928100586,96.7741928100586,96.7741928100586,96.66666412353516,96.66666412353516,100,6.260191440582275,17179869184,22548578304,4299800576,21094400000
