Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729598587850,3228,3228,3228,3228,3228,3228,3228,3228,60.9481315612793,58.47062301635742,63.189613342285156,63.97739028930664,63.13764190673828,59.668190002441406,60.5778923034668,61.369327545166016,60.91199493408203,60.45538330078125,NaN,0,50,50,50,100,0,0,4.796422958374023,17179869184,22548578304,4141957120,20968570880
309,1729598587850,3228,3228,3228,3228,3228,3228,3228,3228,60.9481315612793,58.47062301635742,63.189613342285156,63.97739028930664,63.13764190673828,59.668190002441406,60.5778923034668,61.369327545166016,60.91199493408203,60.45538330078125,0,50,100,100,NaN,100,100,NaN,4.796422958374023,17179869184,22548578304,4146102272,20968570880
309,1729598588160,3228,3228,3228,3228,3228,3228,3228,3228,60.9481315612793,58.47062301635742,63.189613342285156,63.97739028930664,63.13764190673828,59.668190002441406,60.5778923034668,61.369327545166016,60.91199493408203,60.45538330078125,93.75,96.7741928100586,100,100,100,100,100,96.875,4.796422958374023,17179869184,22548578304,4182556672,20968570880
304,1729598588469,3228,3228,3228,3228,3228,3228,3228,3228,67.15151977539063,66.08537292480469,73.52217102050781,75.3505859375,71.17387390136719,65.85929107666016,73.46658325195313,74.67060852050781,71.464111328125,67.10147094726563,23.33333396911621,22.580644607543945,83.87096405029297,83.87096405029297,80.6451644897461,84.375,73.33333587646484,63.33333206176758,4.796422958374023,17179869184,22548578304,4235902976,20968570880
309,1729598588774,3228,3228,3228,3228,3228,3228,3228,3228,67.15151977539063,66.08537292480469,73.52217102050781,75.3505859375,71.17387390136719,65.85929107666016,73.46658325195313,74.67060852050781,71.464111328125,67.10147094726563,26.666667938232422,26.666667938232422,76.66666412353516,80,83.87096405029297,77.41934967041016,76.66666412353516,54.83871078491211,4.796422958374023,17179869184,22548578304,4319150080,20968570880
305,1729598589084,3228,3228,3228,3228,3228,3228,3228,3228,67.15151977539063,66.08537292480469,73.52217102050781,75.3505859375,71.17387390136719,65.85929107666016,73.46658325195313,74.67060852050781,71.464111328125,67.10147094726563,29.032257080078125,20,90.32257843017578,80,83.87096405029297,55.17241287231445,58.06451416015625,45.16128921508789,23.439451217651367,17179869184,22548578304,4413571072,20968570880
307,1729598589390,3228,3228,3228,3228,3228,3228,3228,3228,68.18714904785156,66.2103042602539,74.68059539794922,76.55366516113281,72.96781921386719,67.21714782714844,73.16084289550781,74.95454406738281,70.58721923828125,67.55514526367188,43.33333206176758,43.33333206176758,90,90.625,86.66666412353516,71.875,73.33333587646484,64.51612854003906,23.439451217651367,17179869184,22548578304,4408410112,20968570880
301,1729598589697,3228,3228,3228,3228,3228,3228,3228,3228,68.18714904785156,66.2103042602539,74.68059539794922,76.55366516113281,72.96781921386719,67.21714782714844,73.16084289550781,74.95454406738281,70.58721923828125,67.55514526367188,53.333335876464844,54.83871078491211,81.25,70.96774291992188,60.000003814697266,63.33333206176758,56.25,50,23.439451217651367,17179869184,22548578304,4627185664,20968570880
306,1729598589999,3228,3228,3228,3228,3228,3228,3228,3228,68.18714904785156,66.2103042602539,74.68059539794922,76.55366516113281,72.96781921386719,67.21714782714844,73.16084289550781,74.95454406738281,70.58721923828125,67.55514526367188,96.7741928100586,100,100,100,100,100,100,100,31.25139045715332,17179869184,22548578304,4867604480,20968570880
308,1729598590305,3228,3228,3228,3228,3228,3228,3228,3228,68.18714904785156,66.2103042602539,74.68059539794922,76.55366516113281,72.96781921386719,67.21714782714844,73.16084289550781,74.95454406738281,70.58721923828125,67.55514526367188,100,100,100,100,100,100,100,100,31.25139045715332,17179869184,22548578304,5068865536,20968570880
302,1729598590620,3228,3228,3228,3228,3228,3228,3228,3228,68.91487884521484,68.62090301513672,76.26810455322266,78.27798461914063,73.61524200439453,68.03401947021484,75.95787048339844,77.5579833984375,74.1559066772461,69.83267211914063,50,48.3870964050293,70.96774291992188,71.875,65.625,70.96774291992188,50,48.3870964050293,31.25139045715332,17179869184,22548578304,5135712256,20968570880
306,1729598590922,3228,3228,3228,3228,3228,3228,3228,3228,68.91487884521484,68.62090301513672,76.26810455322266,78.27798461914063,73.61524200439453,68.03401947021484,75.95787048339844,77.5579833984375,74.1559066772461,69.83267211914063,96.66666412353516,96.66666412353516,100,100,96.7741928100586,96.7741928100586,100,100,29.42989158630371,17179869184,22548578304,7127842816,20968570880
309,1729598591229,3228,3228,3228,3228,3228,3228,3228,3228,68.91487884521484,68.62090301513672,76.26810455322266,78.27798461914063,73.61524200439453,68.03401947021484,75.95787048339844,77.5579833984375,74.1559066772461,69.83267211914063,96.66666412353516,93.54838562011719,100,100,100,100,100,100,29.42989158630371,17179869184,22548578304,7506034688,20968570880
