Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729556136416,3228,3228,3228,3228,3228,3228,3228,3228,63.33877182006836,60.436031341552734,62.31318664550781,63.58586120605469,63.587440490722656,61.62801742553711,61.80890655517578,62.44654846191406,64.33856201171875,63.17365264892578,0,0,0,0,0,0,NaN,0,25.08790397644043,17179869184,22548578304,4214063104,21357330432
301,1729556136416,3228,3228,3228,3228,3228,3228,3228,3228,63.33877182006836,60.436031341552734,62.31318664550781,63.58586120605469,63.587440490722656,61.62801742553711,61.80890655517578,62.44654846191406,64.33856201171875,63.17365264892578,NaN,0,100,NaN,100,0,0,0,25.08790397644043,17179869184,22548578304,4214751232,21357330432
309,1729556136718,3228,3228,3228,3228,3228,3228,3228,3228,63.33877182006836,60.436031341552734,62.31318664550781,63.58586120605469,63.587440490722656,61.62801742553711,61.80890655517578,62.44654846191406,64.33856201171875,63.17365264892578,93.33333587646484,93.33333587646484,93.33333587646484,96.66666412353516,90,90.32257843017578,89.6551742553711,90,25.08790397644043,17179869184,22548578304,4266557440,21357330432
308,1729556137028,3228,3228,3228,3228,3228,3228,3228,3228,63.33877182006836,60.436031341552734,62.31318664550781,63.58586120605469,63.587440490722656,61.62801742553711,61.80890655517578,62.44654846191406,64.33856201171875,63.17365264892578,71.875,74.19355010986328,90.32257843017578,87.5,83.33332824707031,86.66666412353516,81.25,77.41934967041016,11.76219367980957,17179869184,22548578304,6399148032,21357330432
309,1729556137337,3228,3228,3228,3228,3228,3228,3228,3228,63.33877182006836,60.436031341552734,62.31318664550781,63.58586120605469,63.587440490722656,61.62801742553711,61.80890655517578,62.44654846191406,64.33856201171875,63.17365264892578,23.33333396911621,19.35483741760254,53.125,50,21.875,19.35483741760254,6.45161247253418,9.375,11.76219367980957,17179869184,22548578304,6831882240,21357330432
305,1729556137647,3228,3228,3228,3228,3228,3228,3228,3228,68.03984832763672,65.63665008544922,71.97544860839844,74.33905792236328,70.13269805908203,66.18844604492188,70.73797607421875,71.29485321044922,70.58293914794922,67.5093765258789,29.032257080078125,25.80644989013672,68.96551513671875,46.875,26.666667938232422,29.032257080078125,9.67741870880127,0,11.76219367980957,17179869184,22548578304,7252033536,21357330432
309,1729556137952,3228,3228,3228,3228,3228,3228,3228,3228,68.03984832763672,65.63665008544922,71.97544860839844,74.33905792236328,70.13269805908203,66.18844604492188,70.73797607421875,71.29485321044922,70.58293914794922,67.5093765258789,43.33333206176758,43.33333206176758,78.125,72.41378784179688,80.6451644897461,64.51612854003906,53.333335876464844,55.17241287231445,15.21602725982666,17179869184,22548578304,8488878080,21357330432
309,1729556138262,3228,3228,3228,3228,3228,3228,3228,3228,68.03984832763672,65.63665008544922,71.97544860839844,74.33905792236328,70.13269805908203,66.18844604492188,70.73797607421875,71.29485321044922,70.58293914794922,67.5093765258789,19.35483741760254,16.129032135009766,67.74193572998047,18.75,23.33333396911621,0,0,0,15.21602725982666,17179869184,22548578304,8850505728,21357330432
309,1729556138572,3228,3228,3228,3228,3228,3228,3228,3228,67.94892120361328,63.936588287353516,72.12423706054688,72.41973876953125,69.66603088378906,65.66799926757813,67.54965209960938,68.20335388183594,67.64564514160156,66.24413299560547,12.90322494506836,12.90322494506836,48.3870964050293,16.129032135009766,32.25806427001953,0,0,0,15.21602725982666,17179869184,22548578304,9089236992,21357330432
309,1729556138882,3228,3228,3228,3228,3228,3228,3228,3228,67.94892120361328,63.936588287353516,72.12423706054688,72.41973876953125,69.66603088378906,65.66799926757813,67.54965209960938,68.20335388183594,67.64564514160156,66.24413299560547,19.35483741760254,16.666667938232422,43.33333206176758,9.67741870880127,48.3870964050293,0,0,0,24.324913024902344,17179869184,22548578304,9626566656,21357330432
309,1729556139192,3228,3228,3228,3228,3228,3228,3228,3228,67.94892120361328,63.936588287353516,72.12423706054688,72.41973876953125,69.66603088378906,65.66799926757813,67.54965209960938,68.20335388183594,67.64564514160156,66.24413299560547,16.129032135009766,16.129032135009766,18.75,60.000003814697266,25,0,0,0,24.324913024902344,17179869184,22548578304,9882730496,21357330432
309,1729556139502,3228,3228,3228,3228,3228,3228,3228,3228,66.98641204833984,61.70197677612305,68.86421203613281,69.18267059326172,69.02665710449219,64.85275268554688,62.73823928833008,64.25057983398438,65.08720397949219,64.2842025756836,16.129032135009766,18.75,93.33333587646484,3.125,6.6666669845581055,0,0,0,24.324913024902344,17179869184,22548578304,10119069696,21357330432
304,1729556139812,3228,3228,3228,3228,3228,3228,3228,3228,66.98641204833984,61.70197677612305,68.86421203613281,69.18267059326172,69.02665710449219,64.85275268554688,62.73823928833008,64.25057983398438,65.08720397949219,64.2842025756836,6.6666669845581055,16.129032135009766,45.16128921508789,56.66666793823242,0,0,0,0,24.324913024902344,17179869184,22548578304,10541547520,21357330432
309,1729556140116,3228,3228,3228,3228,3228,3228,3228,3228,66.98641204833984,61.70197677612305,68.86421203613281,69.18267059326172,69.02665710449219,64.85275268554688,62.73823928833008,64.25057983398438,65.08720397949219,64.2842025756836,13.333333969116211,17.241378784179688,80.6451644897461,90.32257843017578,80.6451644897461,25.80644989013672,22.580644607543945,18.75,15.31350040435791,17179869184,22548578304,11025383424,21357330432
300,1729556140426,3228,3228,3228,3228,3228,3228,3228,3228,68.2744140625,63.45204162597656,73.7086410522461,75.24993133544922,70.07935333251953,65.81570434570313,67.53723907470703,68.43492126464844,67.16036987304688,65.81804656982422,19.35483741760254,32.25806427001953,90,93.54838562011719,80.6451644897461,74.19355010986328,51.61289978027344,36.66666793823242,15.31350040435791,17179869184,22548578304,10722967552,21357330432
301,1729556140727,3228,3228,3228,3228,3228,3228,3228,3228,68.2744140625,63.45204162597656,73.7086410522461,75.24993133544922,70.07935333251953,65.81570434570313,67.53723907470703,68.43492126464844,67.16036987304688,65.81804656982422,34.482757568359375,40,84.375,80,76.66666412353516,73.33333587646484,75.86206817626953,50,15.31350040435791,17179869184,22548578304,9611067392,21357330432
302,1729556141028,3228,3228,3228,3228,3228,3228,3228,3228,68.2744140625,63.45204162597656,73.7086410522461,75.24993133544922,70.07935333251953,65.81570434570313,67.53723907470703,68.43492126464844,67.16036987304688,65.81804656982422,38.70967483520508,36.66666793823242,86.20689392089844,80,82.75862121582031,80,80.6451644897461,64.51612854003906,14.380584716796875,17179869184,22548578304,9710501888,21357330432
305,1729556141331,3228,3228,3228,3228,3228,3228,3228,3228,68.2744140625,63.45204162597656,73.7086410522461,75.24993133544922,70.07935333251953,65.81570434570313,67.53723907470703,68.43492126464844,67.16036987304688,65.81804656982422,36.66666793823242,37.931034088134766,80,74.19355010986328,74.19355010986328,80,65.51724243164063,53.333335876464844,14.380584716796875,17179869184,22548578304,9710501888,21357330432
299,1729556141637,3228,3228,3228,3228,3228,3228,3228,3228,70.96395111083984,68.78147888183594,75.58885955810547,77.96742248535156,74.15196990966797,69.20370483398438,76.77337646484375,77.65029907226563,73.9737319946289,70.07034301757813,25.80644989013672,25.80644989013672,83.33332824707031,73.33333587646484,66.66667175292969,77.41934967041016,51.61289978027344,43.33333206176758,14.380584716796875,17179869184,22548578304,9710501888,21357330432
307,1729556141937,3228,3228,3228,3228,3228,3228,3228,3228,70.96395111083984,68.78147888183594,75.58885955810547,77.96742248535156,74.15196990966797,69.20370483398438,76.77337646484375,77.65029907226563,73.9737319946289,70.07034301757813,17.241378784179688,20,77.41934967041016,66.66667175292969,51.61289978027344,56.66666793823242,43.33333206176758,24.137929916381836,27.537321090698242,17179869184,22548578304,9912008704,21357330432
309,1729556142245,3228,3228,3228,3228,3228,3228,3228,3228,70.96395111083984,68.78147888183594,75.58885955810547,77.96742248535156,74.15196990966797,69.20370483398438,76.77337646484375,77.65029907226563,73.9737319946289,70.07034301757813,13.333333969116211,12.90322494506836,63.33333206176758,26.666667938232422,13.793103218078613,46.66666793823242,19.35483741760254,3.125,27.537321090698242,17179869184,22548578304,9935863808,21357330432
