Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729539901004,3228,3228,3228,3228,3228,3228,3228,3228,58.67198181152344,56.18571090698242,57.69978332519531,58.05187225341797,59.451805114746094,57.01372528076172,57.38444900512695,57.20545196533203,59.66212463378906,58.584129333496094,0,0,100,100,NaN,NaN,100,0,4.519167423248291,17179869184,21474836480,6155763712,20369506304
309,1729539901004,3228,3228,3228,3228,3228,3228,3228,3228,58.67198181152344,56.18571090698242,57.69978332519531,58.05187225341797,59.451805114746094,57.01372528076172,57.38444900512695,57.20545196533203,59.66212463378906,58.584129333496094,100,NaN,NaN,NaN,100,100,NaN,NaN,4.519167423248291,17179869184,21474836480,6157058048,20369506304
309,1729539901314,3228,3228,3228,3228,3228,3228,3228,3228,61.077430725097656,57.550907135009766,63.579124450683594,63.9948844909668,62.9903564453125,59.19082260131836,60.67591094970703,60.296146392822266,60.73329544067383,59.465728759765625,93.75,93.54838562011719,96.7741928100586,96.875,100,96.7741928100586,96.875,93.54838562011719,4.519167423248291,17179869184,21474836480,6171705344,20369506304
307,1729539901624,3228,3228,3228,3228,3228,3228,3228,3228,61.077430725097656,57.550907135009766,63.579124450683594,63.9948844909668,62.9903564453125,59.19082260131836,60.67591094970703,60.296146392822266,60.73329544067383,59.465728759765625,36.66666793823242,35.48387145996094,87.09677124023438,90,84.375,80,66.66667175292969,70.96774291992188,5.413912296295166,17179869184,21474836480,6200557568,20369506304
307,1729539901932,3228,3228,3228,3228,3228,3228,3228,3228,61.077430725097656,57.550907135009766,63.579124450683594,63.9948844909668,62.9903564453125,59.19082260131836,60.67591094970703,60.296146392822266,60.73329544067383,59.465728759765625,23.33333396911621,20,83.87096405029297,83.87096405029297,80.6451644897461,71.875,68.75,51.61289978027344,5.413912296295166,17179869184,21474836480,6249758720,20369506304
305,1729539902239,3228,3228,3228,3228,3228,3228,3228,3228,66.73318481445313,64.6633529663086,72.4005126953125,74.39474487304688,71.92852020263672,65.59877014160156,72.19857025146484,72.22720336914063,70.344482421875,66.19539642333984,56.66666793823242,58.06451416015625,96.66666412353516,93.54838562011719,96.66666412353516,87.09677124023438,93.54838562011719,87.09677124023438,5.413912296295166,17179869184,21474836480,6344458240,20369506304
319,1729539902544,3228,3228,3228,3228,3228,3228,3228,3228,66.73318481445313,64.6633529663086,72.4005126953125,74.39474487304688,71.92852020263672,65.59877014160156,72.19857025146484,72.22720336914063,70.344482421875,66.19539642333984,29.032257080078125,26.666667938232422,80.6451644897461,76.66666412353516,77.41934967041016,46.66666793823242,34.482757568359375,33.333335876464844,23.539196014404297,17179869184,21474836480,6362267648,20369506304
309,1729539902864,3228,3228,3228,3228,3228,3228,3228,3228,66.73318481445313,64.6633529663086,72.4005126953125,74.39474487304688,71.92852020263672,65.59877014160156,72.19857025146484,72.22720336914063,70.344482421875,66.19539642333984,58.06451416015625,57.57575607299805,87.5,87.5,75,71.875,65.625,50,23.539196014404297,17179869184,21474836480,6549487616,20369506304
310,1729539903174,3228,3228,3228,3228,3228,3228,3228,3228,67.8989486694336,65.41431427001953,73.74998474121094,75.93341827392578,72.477294921875,66.59381866455078,72.7955322265625,72.96931457519531,70.77910614013672,67.08983612060547,100,100,100,100,100,100,100,100,23.539196014404297,17179869184,21474836480,6769360896,20369506304
306,1729539903484,3228,3228,3228,3228,3228,3228,3228,3228,67.8989486694336,65.41431427001953,73.74998474121094,75.93341827392578,72.477294921875,66.59381866455078,72.7955322265625,72.96931457519531,70.77910614013672,67.08983612060547,100,100,100,100,100,100,100,100,30.189743041992188,17179869184,21474836480,6944768000,20369506304
307,1729539903791,3228,3228,3228,3228,3228,3228,3228,3228,67.8989486694336,65.41431427001953,73.74998474121094,75.93341827392578,72.477294921875,66.59381866455078,72.7955322265625,72.96931457519531,70.77910614013672,67.08983612060547,54.83871078491211,53.333335876464844,63.33333206176758,58.06451416015625,53.333335876464844,50,48.3870964050293,46.66666793823242,30.189743041992188,17179869184,21474836480,7060701184,20369506304
309,1729539904098,3228,3228,3228,3228,3228,3228,3228,3228,68.26943969726563,67.10986328125,73.65040588378906,76.35396575927734,72.39649200439453,67.16897583007813,74.22166442871094,74.38954162597656,72.85845947265625,68.54297637939453,56.66666793823242,58.06451416015625,58.06451416015625,90,54.83871078491211,58.06451416015625,53.333335876464844,54.83871078491211,30.189743041992188,17179869184,21474836480,7152435200,20369506304
303,1729539904408,3228,3228,3228,3228,3228,3228,3228,3228,68.26943969726563,67.10986328125,73.65040588378906,76.35396575927734,72.39649200439453,67.16897583007813,74.22166442871094,74.38954162597656,72.85845947265625,68.54297637939453,19.35483741760254,16.129032135009766,29.032257080078125,19.35483741760254,41.935482025146484,12.90322494506836,6.25,0,30.189743041992188,17179869184,21474836480,7151304704,20369506304
306,1729539904712,3228,3228,3228,3228,3228,3228,3228,3228,68.26943969726563,67.10986328125,73.65040588378906,76.35396575927734,72.39649200439453,67.16897583007813,74.22166442871094,74.38954162597656,72.85845947265625,68.54297637939453,22.580644607543945,25.80644989013672,83.33332824707031,74.19355010986328,83.33332824707031,67.74193572998047,56.66666793823242,20,32.35636901855469,17179869184,21474836480,7117963264,20369506304
309,1729539905019,3228,3228,3228,3228,3228,3228,3228,3228,68.26943969726563,67.10986328125,73.65040588378906,76.35396575927734,72.39649200439453,67.16897583007813,74.22166442871094,74.38954162597656,72.85845947265625,68.54297637939453,13.793103218078613,20,93.54838562011719,93.10344696044922,90,93.33333587646484,40,19.35483741760254,32.35636901855469,17179869184,21474836480,7118848000,20369506304
307,1729539905328,3228,3228,3228,3228,3228,3228,3228,3228,66.01048278808594,62.6329231262207,68.42338562011719,69.85047149658203,69.19353485107422,64.48241424560547,67.7082748413086,66.45510864257813,65.35639953613281,63.93224334716797,21.875,16.129032135009766,96.55171966552734,93.54838562011719,93.33333587646484,93.33333587646484,9.375,3.22580623626709,32.35636901855469,17179869184,21474836480,7120912384,20369506304
309,1729539905635,3228,3228,3228,3228,3228,3228,3228,3228,66.01048278808594,62.6329231262207,68.42338562011719,69.85047149658203,69.19353485107422,64.48241424560547,67.7082748413086,66.45510864257813,65.35639953613281,63.93224334716797,23.33333396911621,20.689655303955078,93.54838562011719,93.10344696044922,87.5,70,13.333333969116211,9.67741870880127,20.565628051757813,17179869184,21474836480,6402621440,20369506304
309,1729539905945,3228,3228,3228,3228,3228,3228,3228,3228,66.01048278808594,62.6329231262207,68.42338562011719,69.85047149658203,69.19353485107422,64.48241424560547,67.7082748413086,66.45510864257813,65.35639953613281,63.93224334716797,19.35483741760254,29.032257080078125,80.6451644897461,87.5,83.33332824707031,12.5,3.22580623626709,3.22580623626709,20.565628051757813,17179869184,21474836480,6402621440,20369506304
309,1729539906255,3228,3228,3228,3228,3228,3228,3228,3228,67.5991439819336,61.7272834777832,71.8651123046875,73.51654815673828,71.43891143798828,65.57962799072266,66.69322204589844,65.26729583740234,64.56624603271484,63.839141845703125,23.33333396911621,28.125,29.032257080078125,21.875,19.35483741760254,19.35483741760254,3.125,0,20.565628051757813,17179869184,21474836480,6402621440,20369506304
300,1729539906565,3228,3228,3228,3228,3228,3228,3228,3228,67.5991439819336,61.7272834777832,71.8651123046875,73.51654815673828,71.43891143798828,65.57962799072266,66.69322204589844,65.26729583740234,64.56624603271484,63.839141845703125,19.35483741760254,16.666667938232422,93.33333587646484,93.33333587646484,93.33333587646484,96.66666412353516,6.6666669845581055,3.22580623626709,22.858169555664063,17179869184,21474836480,6353027072,20369506304
309,1729539906866,3228,3228,3228,3228,3228,3228,3228,3228,67.5991439819336,61.7272834777832,71.8651123046875,73.51654815673828,71.43891143798828,65.57962799072266,66.69322204589844,65.26729583740234,64.56624603271484,63.839141845703125,16.666667938232422,23.33333396911621,96.66666412353516,93.33333587646484,90,96.55171966552734,3.3333334922790527,0,22.858169555664063,17179869184,21474836480,6347522048,20369506304
8,1729539907176,3228,3228,3228,3228,3228,3228,3228,3228,65.90897369384766,61.121849060058594,69.05284118652344,70.20951080322266,68.95097351074219,64.0513687133789,66.97087860107422,64.89857482910156,63.7662467956543,63.025169372558594,19.35483741760254,16.666667938232422,96.7741928100586,96.66666412353516,96.66666412353516,93.75,41.935482025146484,6.45161247253418,22.858169555664063,17179869184,21474836480,6123094016,20369506304
